newspaper	date	wk
pittsburg-dispatch	1891-01-06	0.0208
the-madison-daily-leader	1891-01-13	0.0285
the-gold-leaf	1891-01-01	0
news-and-citizen	1890-11-06	0
boletín-mercantil-de-puerto-rico	1891-02-15	0
fort-worth-daily-gazette	1890-12-23	0
telegram-herald	1891-02-17	0
daily-independent	1890-12-01	0
iron-county-register	1891-01-08	0.0157
the-globe-republican	1890-11-12	0
evening-star	1890-11-28	0
daily-independent	1890-12-29	0
gazeta-de-puerto-rico	1890-11-15	0
the-livingston-enterprise	1890-12-20	0
wheeling-register	1891-01-16	0.023
wood-river-times	1890-12-02	0
the-gold-leaf	1891-01-29	0
evening-capital	1891-02-14	0
the-roanoke-times	1891-03-05	0
the-roanoke-times	1891-03-11	0
the-redwood-gazette	1890-11-20	0
arizona-weekly-journal-miner	1890-12-24	0
the-evening-bulletin	1891-01-22	0.0311
yazoo-city-herald	1891-03-13	0
wheeling-register	1891-01-02	0
wood-river-times	1890-12-16	0
freie-presse-für-texas	1890-12-19	0
gazeta-de-puerto-rico	1890-11-01	0
the-maryville-times	1891-03-11	0
nevada-county-picayune	1890-12-11	0
fort-worth-daily-gazette	1890-12-09	0
watertown-republican	1891-01-28	0
the-roanoke-times	1891-03-07	0
evening-capital	1891-02-16	0
butler-citizen	1891-03-20	0
connecticut-western-news	1891-03-04	0
lake-charles-commercial	1891-01-10	0
wheeling-register	1891-01-14	0.0166
the-sun	1890-11-09	0
the-port-gibson-reveille	1891-03-11	0
south-branch-intelligencer	1890-11-14	0
iron-county-register	1891-01-22	0
the-hope-pioneer	1891-03-13	0
morning-journal-and-courier	1891-02-03	0
the-columbian	1891-02-20	0
the-charlotte-democrat	1891-01-16	0
the-austin-weekly-statesman	1890-11-27	0
the-newberry-herald-and-news	1890-12-04	0
the-new-north-west	1891-03-06	0
morning-journal-and-courier	1891-02-17	0
flat-top-monitor	1891-03-19	0
oakes-weekly-republican	1890-12-12	0
the-evening-bulletin	1891-01-20	0.0291
el-fronterizo	1891-02-12	0
the-roanoke-times	1891-03-13	0
arizona-republican	1890-12-09	0
evening-capital	1891-02-02	0
the-dispatch	1891-03-11	0
pittsburg-dispatch	1891-01-10	0.0206
wheeling-register	1891-01-28	0.0133
the-madison-daily-leader	1891-01-05	0.0168
the-evening-bulletin	1891-01-08	0.045
watertown-republican	1891-01-14	0.0135
arizona-republican	1890-12-21	0
the-farmers'-alliance	1891-01-10	0
the-grenada-sentinel	1891-03-07	0
the-sedalia-weekly-bazoo	1891-03-03	0
the-pickens-sentinel	1890-11-06	0
the-philipsburg-mail	1890-12-25	0
telegram-herald	1891-02-01	0
south-branch-intelligencer	1890-11-28	0
new-ulm-weekly-review	1891-02-11	0
daily-independent	1890-12-17	0
daily-independent	1890-12-03	0
freie-presse-für-texas	1890-12-27	0
the-abbeville-press-and-banner	1890-12-10	0
telegram-herald	1891-02-15	0
the-sunday-herald-and-weekly-national-intelligencer	1890-12-21	0
fort-worth-daily-gazette	1890-12-21	0
the-sedalia-weekly-bazoo	1891-03-17	0
the-carbon-advocate	1891-01-10	0
pittsburg-dispatch	1891-01-04	0.0183
the-sun	1890-11-21	0
the-hocking-sentinel	1891-01-22	0
the-critic	1891-02-06	0
the-superior-times	1890-11-22	0
the-cambria-freeman	1890-12-05	0
the-salt-lake-herald	1890-11-06	0
the-daily-state-chronicle	1890-11-22	0
evening-journal	1891-03-10	0
desoto-times	1890-11-20	0
weekly-graphic	1891-03-20	0
the-holt-county-sentinel	1891-01-16	0
evening-journal	1891-03-04	0
the-daily-morning-astorian	1890-12-28	0
the-record-union	1891-01-23	0.0135
the-holt-county-sentinel	1891-01-02	0.0103
the-dickinson-press	1891-02-07	0
mexico-weekly-ledger	1891-02-19	0
the-herald-advance	1890-11-07	0
deseret-evening-news	1891-02-20	0
the-caucasian	1891-01-08	0
the-salt-lake-herald	1890-11-12	0
the-mitchell-capital	1890-12-26	0
freeland-tribune	1891-03-26	0
the-critic	1891-02-12	0
the-dalles-weekly-chronicle	1891-02-20	0
the-indianapolis-journal	1891-01-22	0.0197
the-daily-bulletin	1891-02-17	0
the-national-tribune	1891-02-05	0
omaha-daily-bee	1891-02-06	0
middlebury-register	1890-11-21	0
the-laurens-advertiser	1891-03-17	0
the-portland-daily-press	1891-01-30	0
brenham-weekly-banner	1891-02-05	0
semi-weekly-interior-journal	1891-01-30	0
aberdeen-herald	1890-12-25	0
democratic-northwest	1891-03-05	0
virginia-free-press	1890-11-05	0
the-florida-agriculturist	1890-11-19	0
the-daily-morning-astorian	1890-12-14	0
the-portland-daily-press	1891-01-24	0
the-daily-bulletin	1891-02-03	0.0105
omaha-daily-bee	1891-02-12	0
ameryka	1890-11-01	0
der-deutsche-correspondent	1891-01-08	0
la-correspondencia-de-puerto-rico	1891-02-16	0
the-evening-world	1891-01-19	0
richmond-dispatch	1891-01-23	0
wood-river-times	1891-03-26	0
oakes-weekly-republican	1891-03-20	0
the-kinsley-graphic	1891-01-09	0.0298
the-roanoke-times	1890-12-21	0
the-semi-weekly-tribune	1890-11-08	0
butler-citizen	1890-12-12	0
daily-independent	1891-03-19	0
la-correspondencia-de-puerto-rico	1891-02-02	0
ameryka	1890-11-15	0
santa-fe-daily-new-mexican	1891-02-28	0
the-helena-independent	1891-02-17	0
morris-tribune	1891-03-18	0
daily-independent	1891-03-31	0
st	1890-11-16	0
fisherman-&-farmer	1891-02-27	0
the-wahpeton-times	1890-11-06	0
the-mccook-tribune	1890-12-26	0
asheville-daily-citizen	1891-02-26	0
arizona-republican	1891-03-07	0
weekly-independent	1890-11-16	0
the-hazel-green-herald	1891-03-20	0
the-comet	1890-12-18	0
the-delta-independent	1891-02-10	0
weekly-independent	1890-11-02	0
arizona-republican	1891-03-13	0
idaho-semi-weekly-world	1891-02-13	0
the-roanoke-times	1890-12-09	0
ameryka	1890-11-29	0
der-deutsche-correspondent	1891-01-20	0
santa-fe-daily-new-mexican	1891-02-14	0
the-helena-independent	1891-02-03	0
savannah-courier	1890-11-20	0
the-anaconda-standard	1891-01-04	0.0145
the-caldwell-tribune	1890-11-08	0
daily-independent	1891-03-25	0
st	1890-11-02	0
the-evening-world	1891-01-31	0
the-washburn-leader	1891-03-28	0
morning-appeal	1891-03-10	0
the-wheeling-daily-intelligencer	1891-01-20	0.0155
the-pacific-commercial-advertiser	1890-11-11	0
the-republican-journal	1891-02-12	0
the-seattle-post-intelligencer	1891-01-26	0.0118
arizona-silver-belt	1891-01-17	0.0122
the-hawaiian-gazette	1890-11-25	0
tombstone-daily-prospector	1891-01-22	0.0104
rock-island-daily-argus	1891-01-20	0
the-morning-news	1891-02-23	0
daily-yellowstone-journal	1890-11-14	0
the-brookhaven-leader	1891-03-26	0
los-angeles-herald	1890-11-27	0
the-l'anse-sentinel	1891-02-21	0
the-princeton-union	1890-11-27	0
the-morning-call	1891-02-27	0
dziennik-chicagoski	1891-01-14	0
the-colfax-chronicle	1891-03-14	0
arizona-silver-belt	1891-01-03	0.0151
the-pacific-commercial-advertiser	1890-11-05	0
mower-county-transcript	1890-11-19	0
evening-capital-journal	1891-01-22	0
evening-journal	1890-12-22	0
morning-appeal	1891-03-04	0
weekly-graphic	1890-12-12	0
the-washburn-leader	1891-03-14	0
the-wichita-daily-eagle	1891-01-04	0.0172
catoctin-clarion	1890-11-27	0
the-cape-girardeau-democrat	1891-01-17	0.0323
alexandria-gazette	1891-01-23	0
dziennik-chicagoski	1891-01-28	0
yorkville-enquirer	1890-11-05	0
the-colfax-chronicle	1891-03-28	0
süd-california-deutsche-zeitung	1891-01-30	0
the-wichita-daily-eagle	1891-01-10	0.0243
rock-island-daily-argus	1891-01-08	0.0195
the-climax	1891-02-25	0
the-cape-girardeau-democrat	1891-01-03	0
kansas-agitator	1891-02-24	0
the-watchman-and-southron	1890-11-12	0
the-wheeling-daily-intelligencer	1891-01-08	0.0394
new-york-tribune	1891-02-27	0
the-times	1891-02-27	0
richmond-dispatch	1891-03-26	0
wood-river-times	1891-01-23	0
wessington-springs-herald	1891-01-09	0.025
sacramento-daily-record-union	1890-12-10	0
the-evening-bulletin	1890-12-17	0.0116
the-bennington-banner	1891-02-05	0
the-pickens-sentinel	1891-02-19	0
the-democratic-advocate	1891-03-28	0
evening-star	1891-02-09	0
maryland-independent	1890-12-26	0
morris-tribune	1891-01-21	0.0207
the-anaconda-standard	1891-03-29	0
morning-journal-and-courier	1890-11-20	0
daily-independent	1891-01-08	0
hermanner-volksblatt	1891-02-06	0
sturgis-advertiser	1891-01-22	0.0149
shepherdstown-register	1890-11-28	0
the-irish-standard	1890-11-22	0
der-deutsche-correspondent	1891-03-19	0
the-dalles-daily-chronicle	1891-02-20	0
evening-capital	1890-11-21	0
bismarck-weekly-tribune	1890-12-19	0
lake-charles-commercial	1890-12-27	0
the-evening-bulletin	1890-12-03	0
sacramento-daily-record-union	1890-12-04	0
wheeling-register	1890-12-23	0
the-great-west	1891-01-09	0
arizona-republican	1891-01-02	0.0171
the-carbon-advocate	1890-12-27	0
the-sun	1891-02-16	0
the-madison-daily-leader	1890-12-26	0
the-durham-daily-globe	1890-11-04	0
the-anaconda-standard	1891-03-15	0
the-somerset-herald	1890-12-17	0
freie-presse-für-texas	1891-01-10	0
the-evening-world	1891-03-20	0
der-deutsche-correspondent	1891-03-31	0
telegram-herald	1890-11-22	0
the-democratic-advocate	1891-03-14	0
belmont-chronicle	1891-03-05	0
der-deutsche-correspondent	1891-03-25	0
bridgeton-pioneer	1891-02-05	0
warren-sheaf	1890-12-04	0
evening-star	1891-02-21	0
the-jasper-weekly-courier	1891-01-30	0.0203
new-ulm-weekly-review	1890-11-26	0
the-anaconda-standard	1891-03-01	0
staunton-spectator	1890-12-10	0
daily-independent	1891-01-20	0.0102
the-somerset-herald	1890-12-03	0
morning-journal-and-courier	1890-11-08	0
the-forrest-city-times	1891-01-09	0.0158
the-sun	1891-02-02	0
pittsburg-dispatch	1890-12-27	0
arizona-republican	1891-01-16	0.0266
the-farmers'-alliance	1890-12-27	0
deseret-evening-news	1890-11-17	0
the-louisiana-democrat	1891-02-04	0
dziennik-chicagoski	1891-03-05	0
the-seattle-post-intelligencer	1891-03-23	0
omaha-daily-bee	1890-11-19	0
the-salt-lake-herald	1891-02-25	0
the-daily-bulletin	1890-11-08	0
rock-island-daily-argus	1891-03-25	0
the-manchester-journal	1891-02-12	0
morning-appeal	1891-01-15	0
the-wheeling-daily-intelligencer	1891-03-25	0
lyon-county-times	1890-11-15	0
the-daily-state-chronicle	1891-02-01	0
lyon-county-times	1890-11-01	0
the-daily-state-chronicle	1891-02-15	0
washington-standard	1891-01-09	0
evening-capital-journal	1891-03-27	0
morning-appeal	1891-01-01	0
the-wheeling-daily-intelligencer	1891-03-31	0
the-wichita-daily-eagle	1891-03-29	0
rock-island-daily-argus	1891-03-31	0
workmen's-advocate	1891-02-21	0
the-press	1890-11-27	0
deseret-evening-news	1890-11-03	0
the-indianapolis-journal	1890-12-29	0
dziennik-chicagoski	1891-03-11	0
iowa-county-democrat	1890-12-12	0
delaware-gazette-and-state-journal	1891-02-12	0
rock-island-daily-argus	1891-03-19	0
the-wichita-daily-eagle	1891-03-01	0
alpena-weekly-argus	1890-11-19	0
the-indianapolis-journal	1890-12-01	0
the-salt-lake-herald	1891-02-19	0
omaha-daily-bee	1890-11-25	0
the-stark-county-democrat	1891-02-05	0
wheeling-sunday-register	1891-02-08	0
lyon-county-times	1890-11-29	0
the-black-hills-union	1890-12-25	0
the-jersey-city-news	1890-11-01	0
spokane-falls-review	1890-11-20	0
morning-appeal	1891-01-29	0
the-wheeling-daily-intelligencer	1891-03-19	0
the-portland-daily-press	1890-12-13	0
the-camden-chronicle	1891-01-23	0
the-jersey-city-news	1890-11-15	0
the-indianapolis-journal	1890-12-15	0
alexandria-gazette	1891-03-26	0
mexico-weekly-ledger	1890-11-06	0
the-red-cloud-chief	1891-02-20	0
the-daily-bulletin	1890-11-20	0
the-wichita-daily-eagle	1891-03-15	0
the-port-gibson-reveille	1891-01-14	0
the-helena-independent	1890-11-08	0
the-hope-pioneer	1891-01-16	0.0153
st	1891-02-09	0
the-wahpeton-times	1891-02-19	0
the-iola-register	1890-11-07	0
lewiston-teller	1891-03-26	0
idaho-semi-weekly-world	1890-11-18	0
the-roanoke-times	1891-01-02	0
oxford-democrat	1891-02-24	0
the-wilmington-daily-republican	1891-02-19	0
the-dispatch	1891-01-28	0
pittsburg-dispatch	1891-03-29	0
wheeling-register	1891-03-11	0
the-evening-bulletin	1891-03-31	0
richmond-dispatch	1890-12-14	0
wheeling-register	1891-03-05	0
the-madison-daily-leader	1891-03-28	0
the-evening-bulletin	1891-03-25	0
daily-tobacco-leaf-chronicle	1890-11-29	0
dakota-farmers'-leader	1891-03-26	0
waterbury-evening-democrat	1890-11-29	0
the-roanoke-times	1891-01-16	0
marble-hill-press	1891-03-05	0
the-charlotte-democrat	1891-03-13	0
the-farmers'-union	1891-02-05	0
the-hope-pioneer	1891-01-02	0
der-deutsche-correspondent	1890-12-17	0
the-cecil-whig	1890-11-08	0
asheville-daily-citizen	1890-11-05	0
the-port-gibson-reveille	1891-01-28	0
the-evening-world	1890-12-06	0
the-gold-leaf	1891-03-12	0
wood-county-reporter	1891-03-05	0
the-wilmington-daily-republican	1891-02-25	0
pittsburg-dispatch	1891-03-15	0
watertown-republican	1891-03-11	0
daily-tobacco-leaf-chronicle	1890-11-01	0
the-sedalia-weekly-bazoo	1891-01-06	0.0136
waterbury-evening-democrat	1890-11-01	0
the-ohio-democrat	1891-02-07	0
daily-tobacco-leaf-chronicle	1890-11-15	0
waterbury-evening-democrat	1890-11-15	0
richmond-dispatch	1890-12-28	0
the-madison-daily-leader	1891-03-14	0
pittsburg-dispatch	1891-03-01	0
the-evening-bulletin	1891-03-19	0
the-anaconda-standard	1890-12-27	0
the-helena-independent	1890-11-20	0
the-evening-world	1890-12-12	0
shenandoah-herald	1891-01-23	0
st	1891-02-21	0
the-somerset-herald	1891-03-25	0
turner-county-herald	1891-02-05	0
der-deutsche-correspondent	1890-12-03	0
asheville-daily-citizen	1890-11-11	0
the-hickman-courier	1891-01-09	0.0131
evening-journal	1891-01-15	0.0214
evening-capital-journal	1890-12-15	0
the-holt-county-sentinel	1891-03-13	0
the-wheeling-daily-intelligencer	1890-12-03	0
the-portland-daily-press	1891-03-09	0
los-angeles-herald	1891-02-10	0
rock-island-daily-argus	1890-12-03	0
tombstone-daily-prospector	1890-12-01	0
the-morning-call	1890-11-10	0
the-seattle-post-intelligencer	1890-12-05	0
the-caucasian	1891-03-19	0
dziennik-chicagoski	1890-12-23	0
iowa-county-democrat	1891-03-20	0
west-virginia-argus	1890-12-11	0
capital-city-courier	1890-12-25	0
the-western-sentinel	1891-03-26	0
the-seattle-post-intelligencer	1890-12-11	0
arizona-silver-belt	1890-12-20	0.017
los-angeles-herald	1891-02-04	0
tombstone-daily-prospector	1890-12-15	0
rock-island-daily-argus	1890-12-17	0
the-morning-news	1890-11-14	0
the-arizona-sentinel	1891-03-07	0
the-morning-call	1890-11-04	0
evening-journal	1891-01-01	0.0175
evening-capital-journal	1890-12-01	0
the-record-union	1891-03-26	0
the-wheeling-daily-intelligencer	1890-12-17	0
the-worthington-advance	1890-12-18	0
the-pacific-commercial-advertiser	1891-02-26	0
the-watchman-and-southron	1891-02-25	0
evening-journal	1891-01-29	0.0162
the-meeker-herald	1891-03-07	0
the-iowa-plain-dealer	1890-11-13	0
evening-capital-journal	1890-12-29	0
the-daily-critic	1890-12-12	0
new-york-tribune	1890-11-10	0
the-magnolia-gazette	1890-11-08	0
the-hood-river-glacier	1890-12-20	0
the-indianapolis-journal	1891-03-27	0
the-climax	1890-11-12	0
the-wichita-daily-eagle	1890-12-27	0
orleans-county-monitor	1891-02-02	0
tombstone-daily-prospector	1890-12-29	0
the-morning-news	1890-11-28	0
orleans-county-monitor	1891-02-16	0
herald-and-news	1891-03-26	0
the-times	1890-11-04	0
the-daily-critic	1890-12-06	0
new-york-tribune	1890-11-04	0
the-portland-daily-press	1891-03-21	0
the-yakima-herald	1891-02-26	0
süd-california-deutsche-zeitung	1890-12-12	0
alexandria-gazette	1890-12-01	0
the-morning-news	1890-11-29	0
the-frankfort-roundabout	1891-02-21	0
the-portland-daily-press	1891-03-20	0
new-york-tribune	1890-11-05	0
the-iowa-plain-dealer	1890-11-06	0
the-times	1890-11-05	0
democratic-northwest	1891-01-01	0
the-worthington-advance	1890-12-25	0
semi-weekly-interior-journal	1891-03-20	0
the-times	1890-11-11	0
democratic-northwest	1891-01-15	0
new-york-tribune	1890-11-11	0
evening-journal	1891-01-28	0.0125
catoctin-clarion	1891-02-05	0
the-wichita-daily-eagle	1890-12-26	0
alexandria-gazette	1890-12-15	0
the-indianapolis-journal	1891-03-26	0
the-morning-call	1890-11-05	0
rock-island-daily-argus	1890-12-16	0
freeland-tribune	1891-01-22	0
the-morning-news	1890-11-15	0
los-angeles-herald	1891-02-05	0
the-princeton-union	1891-02-05	0
daily-yellowstone-journal	1891-02-22	0
west-virginia-argus	1890-12-04	0
the-seattle-post-intelligencer	1890-12-10	0
the-pacific-commercial-advertiser	1891-02-27	0
the-wheeling-daily-intelligencer	1890-12-16	0
weekly-graphic	1891-01-30	0
the-record-union	1891-03-27	0
the-holt-county-sentinel	1891-03-06	0
the-wheeling-daily-intelligencer	1890-12-02	0
weekly-graphic	1891-01-24	0
the-watchman-and-southron	1891-02-18	0
evening-journal	1891-01-14	0.0125
democratic-northwest	1891-01-29	0
dziennik-chicagoski	1890-12-22	0
alexandria-gazette	1890-12-29	0
the-seattle-post-intelligencer	1890-12-04	0
the-morning-call	1890-11-11	0
the-morning-news	1890-11-01	0
rock-island-daily-argus	1890-12-02	0
los-angeles-herald	1891-02-11	0
the-democrat	1891-03-12	0
the-hocking-sentinel	1891-03-26	0
the-evening-bulletin	1891-03-18	0
connecticut-western-news	1891-01-28	0
the-carbon-advocate	1891-03-14	0
waterbury-evening-democrat	1890-11-14	0
the-grenada-sentinel	1891-01-17	0.0259
daily-tobacco-leaf-chronicle	1890-11-14	0
watertown-republican	1891-03-04	0
asheville-daily-citizen	1890-11-10	0
the-democratic-advocate	1890-12-27	0
indian-chieftain	1891-03-19	0
the-baltimore-county-union	1890-11-01	0
der-deutsche-correspondent	1890-12-02	0
the-evening-world	1890-12-13	0
st	1891-02-20	0
the-helena-independent	1890-11-21	0
asheville-daily-citizen	1890-11-04	0
the-baltimore-county-union	1890-11-15	0
der-deutsche-correspondent	1890-12-16	0
santa-fe-daily-new-mexican	1890-11-22	0
the-farmers'-alliance	1891-03-14	0
idaho-semi-weekly-world	1890-11-25	0
the-grenada-sentinel	1891-01-03	0.0104
the-durham-recorder	1890-12-24	0
pittsburg-dispatch	1891-03-14	0
lake-charles-commercial	1891-03-28	0
the-wilmington-daily-republican	1891-02-24	0
the-bolivar-bulletin	1890-11-07	0
butler-citizen	1891-01-30	0
the-roanoke-times	1891-01-17	0
waterbury-evening-democrat	1890-11-28	0
daily-tobacco-leaf-chronicle	1890-11-28	0
lawrence-democrat	1890-12-19	0
the-evening-bulletin	1891-03-24	0
wheeling-register	1891-03-04	0
the-carbon-advocate	1891-03-28	0
connecticut-western-news	1891-01-14	0.0166
the-somerset-herald	1891-03-18	0
the-new-north-west	1891-01-02	0
eureka-weekly-sentinel	1891-02-07	0
the-baltimore-county-union	1890-11-29	0
the-charlotte-democrat	1891-03-06	0
st	1891-02-08	0
the-new-north-west	1891-01-16	0.0107
iron-county-register	1891-03-26	0
the-helena-independent	1890-11-09	0
the-evening-bulletin	1891-03-30	0
wheeling-register	1891-03-10	0
pittsburg-dispatch	1891-03-28	0
the-wilmington-daily-republican	1891-02-18	0
lake-charles-commercial	1891-03-14	0
the-roanoke-times	1891-01-03	0
the-farmers'-alliance	1891-03-28	0
weekly-independent	1891-02-08	0
the-daily-state-chronicle	1891-02-28	0
the-butler-weekly-times	1890-12-10	0
the-jersey-city-news	1890-11-14	0
southern-standard	1890-11-08	0
burlington-weekly-free-press	1890-11-21	0
the-portland-daily-press	1890-12-06	0
the-cape-girardeau-democrat	1891-03-07	0
the-superior-times	1891-02-28	0
the-wichita-daily-eagle	1891-03-14	0
the-daily-bulletin	1890-11-21	0
omaha-daily-bee	1890-11-30	0
essex-county-herald	1891-02-27	0
the-corvallis-gazette	1890-12-26	0
the-sioux-county-journal	1890-12-18	0
alexandria-gazette	1891-03-27	0
the-indianapolis-journal	1890-12-14	0
barton-county-democrat	1891-03-19	0
süd-california-deutsche-zeitung	1891-03-20	0
the-national-tribune	1890-11-27	0
omaha-daily-bee	1890-11-24	0
the-salt-lake-herald	1891-02-18	0
mexico-weekly-ledger	1890-11-13	0
the-weekly-thibodaux-sentinel-and-journal-of-the-8th-senatorial-district	1891-02-21	0
rock-island-daily-argus	1891-03-18	0
the-middleburgh-post	1890-11-06	0
the-wheeling-daily-intelligencer	1891-03-18	0
brenham-weekly-banner	1890-11-27	0
the-portland-daily-press	1890-12-12	0
morning-appeal	1891-01-28	0
the-washburn-leader	1891-01-10	0.0453
the-hood-river-glacier	1891-03-07	0
ellsworth-american	1891-02-12	0
semi-weekly-interior-journal	1890-12-12	0
the-wheeling-daily-intelligencer	1891-03-30	0
crittenden-press	1891-03-19	0
evening-capital-journal	1891-03-26	0
the-daily-state-chronicle	1891-02-14	0
saint-mary's-beacon	1891-01-08	0.015
